,title,domestic_gross,foreign_gross,year
1339,The Sorcerer and the White Snake,18800.0,The Sorcerer and the White Snake,2013
1340,The Snitch Cartel,0.0,The Snitch Cartel,2013
1341,The Iceman (2013),2000000.0,The Iceman (2013),2013
1342,All the Boys Love Mandy Lane,0.0,All the Boys Love Mandy Lane,2013
1343,Fill the Void,1800000.0,Fill the Void,2013
1344,Starbuck (U.S. only),340000.0,Starbuck (U.S. only),2013
1345,Bhaag Milkha Bhaag,1600000.0,Bhaag Milkha Bhaag,2013
1346,Therese,102000.0,Therese,2013
1347,Stories We Tell,1600000.0,Stories We Tell,2013
1348,Lovelace,357000.0,Lovelace,2013
1349,Race 2,1600000.0,Race 2,2013
1350,Disconnect,1400000.0,Disconnect,2013
1351,Girl Most Likely,1400000.0,Girl Most Likely,2013
1352,Wadjda (U.S. only),1300000.0,Wadjda (U.S. only),2013
1353,The Kings of Summer,1300000.0,The Kings of Summer,2013
1354,The Invisible Woman,1200000.0,The Invisible Woman,2013
1355,Violeta Went to Heaven,21500.0,Violeta Went to Heaven,2013
1356,Romeo and Juliet (2013),1200000.0,Romeo and Juliet (2013),2013
1357,Still Mine,1200000.0,Still Mine,2013
1358,The Wall (2013),38700.0,The Wall (2013),2013
1359,Kai Po Che,1100000.0,Kai Po Che,2013
1360,What Maisie Knew,1100000.0,What Maisie Knew,2013
1361,Thanks for Sharing,1100000.0,Thanks for Sharing,2013
1362,Ain't Them Bodies Saints,397000.0,Ain't Them Bodies Saints,2013
1363,Kill Your Darlings,1000000.0,Kill Your Darlings,2013
1364,Short Term 12,1000000.0,Short Term 12,2013
1365,Ginger & Rosa,1000000.0,Ginger & Rosa,2013
1366,Lore,970000.0,Lore,2013
1367,Raanjhana,903000.0,Raanjhana,2013
1368,6 Souls,0.0,6 Souls,2013
1369,Generation Iron,850000.0,Generation Iron,2013
1370,The Monk,13500.0,The Monk,2013
1371,Satyagraha,739000.0,Satyagraha,2013
1372,Hannah Arendt,717000.0,Hannah Arendt,2013
1373,Besharam,680000.0,Besharam,2013
1374,Salinger,584000.0,Salinger,2013
1375,The Hunt,613000.0,The Hunt,2013
1376,Walking the Camino: Six Ways to Santiago,613000.0,Walking the Camino: Six Ways to Santiago,2013
1377,To The Wonder,588000.0,To The Wonder,2013
1378,Lootera,582000.0,Lootera,2013
1379,Museum Hours,561000.0,Museum Hours,2013
1380,The Reluctant Fundamentalist,553000.0,The Reluctant Fundamentalist,2013
1381,You Ain't Seen Nothin' Yet,18900.0,You Ain't Seen Nothin' Yet,2013
1382,The Inevitable Defeat of Mister and Pete,495000.0,The Inevitable Defeat of Mister and Pete,2013
1383,Act of Killing,487000.0,Act of Killing,2013
1384,Sound City,423000.0,Sound City,2013
1385,Shadow Dancer,101000.0,Shadow Dancer,2013
1386,A Hijacking,414000.0,A Hijacking,2013
1387,Grand Masti,414000.0,Grand Masti,2013
1388,Phata Poster Nikla Hero,411000.0,Phata Poster Nikla Hero,2013
1389,The Armstrong Lie,383000.0,The Armstrong Lie,2013
1390,Tai Chi Hero,35100.0,Tai Chi Hero,2013
1391,At Any Price,381000.0,At Any Price,2013
1392,Shootout at Wadala,370000.0,Shootout at Wadala,2013
1393,Gori Tere Pyaar Mein,342000.0,Gori Tere Pyaar Mein,2013
1394,Adore,319000.0,Adore,2013
1395,A Bottle in the Gaza Sea,5900.0,A Bottle in the Gaza Sea,2013
1396,Go Goa Gone,298000.0,Go Goa Gone,2013
1397,Blancanieves,280000.0,Blancanieves,2013
1398,Himmatwala,271000.0,Himmatwala,2013
1399,Great Expectations (2013),259000.0,Great Expectations (2013),2013
1400,The Silence,100000.0,The Silence,2013
1401,Singh Saab The Great,226000.0,Singh Saab The Great,2013
1402,ABCD (Any Body Can Dance),222000.0,ABCD (Any Body Can Dance),2013
1403,Arthur Newman,208000.0,Arthur Newman,2013
1404,Ghanchakkar,203000.0,Ghanchakkar,2013
1405,Midnight's Children,190000.0,Midnight's Children,2013
1406,R... Rajkumar,167000.0,R... Rajkumar,2013
1407,We Steal Secrets: The Story of Wikileaks,166000.0,We Steal Secrets: The Story of Wikileaks,2013
1408,The Patience Stone,149000.0,The Patience Stone,2013
1409,Rangeelay,148000.0,Rangeelay,2013
1410,Drug War,128000.0,Drug War,2013
1411,Beyond the Hills,125000.0,Beyond the Hills,2013
1412,Storm Surfers 3D,117000.0,Storm Surfers 3D,2013
1413,Yossi,117000.0,Yossi,2013
1414,Spinning Plates,112000.0,Spinning Plates,2013
1415,Ek Thi Daayan,112000.0,Ek Thi Daayan,2013
1416,The English Teacher,105000.0,The English Teacher,2013
1417,Man of Tai Chi,100000.0,Man of Tai Chi,2013
1418,Passion,92200.0,Passion,2013
1419,Byzantium,89200.0,Byzantium,2013
1420,The Rooftop,85800.0,The Rooftop,2013
1421,We Are What We Are,81400.0,We Are What We Are,2013
1422,Stuck in Love,81100.0,Stuck in Love,2013
1423,More Than Honey,79800.0,More Than Honey,2013
1424,Caesar Must Die,76900.0,Caesar Must Die,2013
1425,Leviathan (2013),76200.0,Leviathan (2013),2013
1426,No One Lives,74900.0,No One Lives,2013
1427,War Witch,70500.0,War Witch,2013
1428,The Pervert's Guide to Ideology,68000.0,The Pervert's Guide to Ideology,2013
1429,My Lucky Star,64400.0,My Lucky Star,2013
1430,Becoming Traviata,62700.0,Becoming Traviata,2013
1431,Sightseers,61800.0,Sightseers,2013
1432,The Canyons,56800.0,The Canyons,2013
1433,Table No. 21,46700.0,Table No. 21,2013
1434,Wish You Were Here (2013),46300.0,Wish You Were Here (2013),2013
1435,A Glimpse Inside the Mind of Charles Swan III,45400.0,A Glimpse Inside the Mind of Charles Swan III,2013
1436,The We and the I,42200.0,The We and the I,2013
1437,Killing Season,39900.0,Killing Season,2013
1438,Post Tenebras Lux,39200.0,Post Tenebras Lux,2013
1439,Rising From Ashes,38600.0,Rising From Ashes,2013
1440,Berberian Sound Studio,38500.0,Berberian Sound Studio,2013
1441,Ip Man: The Final Fight,37900.0,Ip Man: The Final Fight,2013
1442,Redemption (2013),36900.0,Redemption (2013),2013
1443,Camille Claudel 1915,35300.0,Camille Claudel 1915,2013
1444,Bastards,24500.0,Bastards,2013
1445,Paradise: Love,24300.0,Paradise: Love,2013
1446,Our Children,23200.0,Our Children,2013
1447,V/H/S/2,21800.0,V/H/S/2,2013
1448,The Look of Love,21300.0,The Look of Love,2013
1449,The Painting (2013),21000.0,The Painting (2013),2013
1450,Terraferma,20000.0,Terraferma,2013
1451,Love and Honor (2013),19700.0,Love and Honor (2013),2013
1452,Nostalghia,18800.0,Nostalghia,2013
1453,Casting By,18200.0,Casting By,2013
1454,Violet & Daisy,17200.0,Violet & Daisy,2013
1455,Jayne Mansfield's Car,14800.0,Jayne Mansfield's Car,2013
1456,A Wedding Invitation,14400.0,A Wedding Invitation,2013
1457,Red Obsession,13200.0,Red Obsession,2013
1458,The Selfish Giant,12200.0,The Selfish Giant,2013
1459,Charlie Countryman,11700.0,Charlie Countryman,2013
1460,Just Like a Woman,11400.0,Just Like a Woman,2013
1461,So Young,11200.0,So Young,2013
1462,In the Name Of,9900.0,In the Name Of,2013
1463,InchAllah (U.S. only),9800.0,InchAllah (U.S. only),2013
1464,Welcome to the Punch,9700.0,Welcome to the Punch,2013
1465,Clandestine Childhood,9000.0,Clandestine Childhood,2013
1466,Argento's Dracula 3D,8100.0,Argento's Dracula 3D,2013
1467,Finding Mr. Right,6900.0,Finding Mr. Right,2013
1468,Paradise: Hope,6700.0,Paradise: Hope,2013
1469,Paradise: Faith,6500.0,Paradise: Faith,2013
1470,The Guillotines,5300.0,The Guillotines,2013
1471,The Stroller Strategy,3500.0,The Stroller Strategy,2013
1472,What Richard Did,2700.0,What Richard Did,2013
1473,Caught in the Web,1100.0,Caught in the Web,2013
1474,I Spit on Your Grave 2,800.0,I Spit on Your Grave 2,2013
1475,Into the White,700.0,Into the White,2013
1476,Storage 24,100.0,Storage 24,2013
1477,Transformers: Age of Extinction,245400000.0,Transformers: Age of Extinction,2014
1478,The Hobbit: The Battle of the Five Armies,255100000.0,The Hobbit: The Battle of the Five Armies,2014
1479,Guardians of the Galaxy,333200000.0,Guardians of the Galaxy,2014
1480,Maleficent,241400000.0,Maleficent,2014
1481,The Hunger Games: Mockingjay - Part 1,337100000.0,The Hunger Games: Mockingjay - Part 1,2014
1482,X-Men: Days of Future Past,233900000.0,X-Men: Days of Future Past,2014
1483,Captain America: The Winter Soldier,259800000.0,Captain America: The Winter Soldier,2014
1484,Dawn of the Planet of the Apes,208500000.0,Dawn of the Planet of the Apes,2014
1485,The Amazing Spider-Man 2,202900000.0,The Amazing Spider-Man 2,2014
1486,Interstellar,188000000.0,Interstellar,2014
1487,Big Hero 6,222500000.0,Big Hero 6,2014
1488,How to Train Your Dragon 2,177000000.0,How to Train Your Dragon 2,2014
1489,American Sniper,350100000.0,American Sniper,2014
1490,Godzilla (2014),200700000.0,Godzilla (2014),2014
1491,Rio 2,131500000.0,Rio 2,2014
1492,Teenage Mutant Ninja Turtles (2014),191200000.0,Teenage Mutant Ninja Turtles (2014),2014
1493,The LEGO Movie,257800000.0,The LEGO Movie,2014
1494,Lucy,126700000.0,Lucy,2014
1495,Penguins of Madagascar,83400000.0,Penguins of Madagascar,2014
1496,Edge of Tomorrow,100200000.0,Edge of Tomorrow,2014
1497,Gone Girl,167800000.0,Gone Girl,2014
1498,Night at the Museum: Secret of the Tomb,113700000.0,Night at the Museum: Secret of the Tomb,2014
1499,Noah,101200000.0,Noah,2014
1500,The Maze Runner,102400000.0,The Maze Runner,2014
1501,300: Rise of An Empire,106600000.0,300: Rise of An Empire,2014
1502,22 Jump Street,191700000.0,22 Jump Street,2014
1503,The Fault in our Stars,124900000.0,The Fault in our Stars,2014
1504,Divergent,150900000.0,Divergent,2014
1505,Mr. Peabody & Sherman,111500000.0,Mr. Peabody & Sherman,2014
1506,Neighbors,150200000.0,Neighbors,2014
1507,Exodus: Gods and Kings,65000000.0,Exodus: Gods and Kings,2014
1508,Annabelle,84300000.0,Annabelle,2014
1509,Hercules (2014),72700000.0,Hercules (2014),2014
1510,RoboCop (2014),58600000.0,RoboCop (2014),2014
1511,The Imitation Game,91100000.0,The Imitation Game,2014
1512,Non-Stop,92200000.0,Non-Stop,2014
1513,Dracula Untold,56300000.0,Dracula Untold,2014
1514,The Expendables 3,39300000.0,The Expendables 3,2014
1515,Into the Woods,128000000.0,Into the Woods,2014
1516,Fury (2014),85800000.0,Fury (2014),2014
1517,Journey to the West,18100.0,Journey to the West,2014
1518,Need for Speed,43600000.0,Need for Speed,2014
1519,The Other Woman (2014),83900000.0,The Other Woman (2014),2014
1520,The Equalizer,101500000.0,The Equalizer,2014
1521,Breakup Buddies,778000.0,Breakup Buddies,2014
1522,The Grand Budapest Hotel,59300000.0,The Grand Budapest Hotel,2014
1523,Dumb and Dumber To,86200000.0,Dumb and Dumber To,2014
1524,Unbroken,115600000.0,Unbroken,2014
1525,Into The Storm,47600000.0,Into The Storm,2014
1526,The Monuments Men,78000000.0,The Monuments Men,2014
1527,Ride Along,134900000.0,Ride Along,2014
1528,Planes: Fire & Rescue,59200000.0,Planes: Fire & Rescue,2014
1529,Let's Be Cops,82400000.0,Let's Be Cops,2014
1530,Jack Ryan: Shadow Recruit,50600000.0,Jack Ryan: Shadow Recruit,2014
1531,Annie (2014),85900000.0,Annie (2014),2014
1532,Blended,46300000.0,Blended,2014
1533,Sex Tape,38500000.0,Sex Tape,2014
1534,The Theory of Everything,35900000.0,The Theory of Everything,2014
1535,The Nut Job,64300000.0,The Nut Job,2014
1536,The Wind Rises,5200000.0,The Wind Rises,2014
1537,Pompeii,23200000.0,Pompeii,2014
1538,The Admiral: Roaring Currents,2600000.0,The Admiral: Roaring Currents,2014
1539,The Purge: Anarchy,72000000.0,The Purge: Anarchy,2014
1540,The Boxtrolls,50800000.0,The Boxtrolls,2014
1541,Horrible Bosses 2,54400000.0,Horrible Bosses 2,2014
1542,Ouija,50900000.0,Ouija,2014
1543,Birdman,42300000.0,Birdman,2014
1544,Transcendence,23000000.0,Transcendence,2014
1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",67000000.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
1546,Heaven is for Real,91400000.0,Heaven is for Real,2014
1547,Tammy,84500000.0,Tammy,2014
1548,P.K.,10600000.0,P.K.,2014
1549,The Book of Life (2014),50200000.0,The Book of Life (2014),2014
1550,Paranormal Activity: The Marked Ones,32500000.0,Paranormal Activity: The Marked Ones,2014
1551,The Hundred-Foot Journey,54200000.0,The Hundred-Foot Journey,2014
1552,John Wick,43000000.0,John Wick,2014
1553,Deliver Us From Evil,30600000.0,Deliver Us From Evil,2014
1554,A Million Ways to Die in the West,43100000.0,A Million Ways to Die in the West,2014
1555,Snowpiercer,4600000.0,Snowpiercer,2014
1556,Step Up All In,14900000.0,Step Up All In,2014
1557,The Judge,47100000.0,The Judge,2014
1558,Muppets Most Wanted,51200000.0,Muppets Most Wanted,2014
1559,If I Stay,50500000.0,If I Stay,2014
1560,"I, Frankenstein",19100000.0,"I, Frankenstein",2014
1561,The Attorney,557000.0,The Attorney,2014
1562,Think Like a Man Too,65200000.0,Think Like a Man Too,2014
1563,Brick Mansions,20400000.0,Brick Mansions,2014
1564,Stalingrad (2014),1000000.0,Stalingrad (2014),2014
1565,Son of God,59700000.0,Son of God,2014
1566,Jersey Boys,47000000.0,Jersey Boys,2014
1567,The Giver,45100000.0,The Giver,2014
1568,Selma,52100000.0,Selma,2014
1569,God's Not Dead,60800000.0,God's Not Dead,2014
1570,Thunder and the House of Magic!,4100.0,Thunder and the House of Magic!,2014
1571,Begin Again,16200000.0,Begin Again,2014
1572,The Legend of Hercules,18800000.0,The Legend of Hercules,2014
1573,Evangelion: 3.0 You Can (Not) Redo,175000.0,Evangelion: 3.0 You Can (Not) Redo,2014
1574,Dolphin Tale 2,42000000.0,Dolphin Tale 2,2014
1575,St. Vincent,44100000.0,St. Vincent,2014
1576,No Good Deed (2014),52500000.0,No Good Deed (2014),2014
1577,A Walk Among the Tombstones,26300000.0,A Walk Among the Tombstones,2014
1578,3 Days to Kill,30700000.0,3 Days to Kill,2014
1579,Wild (2014),37900000.0,Wild (2014),2014
1580,Magic in the Moonlight,10500000.0,Magic in the Moonlight,2014
1581,Dragon Ball Z: Battle of Gods,2600000.0,Dragon Ball Z: Battle of Gods,2014
1582,About Last Night (2014),48600000.0,About Last Night (2014),2014
1583,Whiplash,13100000.0,Whiplash,2014
1584,Chef,31400000.0,Chef,2014
1585,Earth to Echo,38900000.0,Earth to Echo,2014
1586,Boyhood,25400000.0,Boyhood,2014
1587,Oculus,27700000.0,Oculus,2014
1588,Bang Bang,2500000.0,Bang Bang,2014
1589,As Above/So Below,21300000.0,As Above/So Below,2014
1590,This is Where I Leave You,34300000.0,This is Where I Leave You,2014
1591,That Awkward Moment,26100000.0,That Awkward Moment,2014
1592,Frank Miller's Sin City: A Dame to Kill For,13800000.0,Frank Miller's Sin City: A Dame to Kill For,2014
1593,The Gambler,33700000.0,The Gambler,2014
1594,Million Dollar Arm,36500000.0,Million Dollar Arm,2014
1595,Nightcrawler,32400000.0,Nightcrawler,2014
1596,Devil's Due,15800000.0,Devil's Due,2014
1597,A Most Wanted Man,17200000.0,A Most Wanted Man,2014
1598,The Best of Me,26800000.0,The Best of Me,2014
1599,Endless Love (2014),23400000.0,Endless Love (2014),2014
1600,Get On Up,30700000.0,Get On Up,2014
1601,The November Man,25000000.0,The November Man,2014
1602,The Pirates,416000.0,The Pirates,2014
1603,Winter's Tale,12600000.0,Winter's Tale,2014
1604,When the Game Stands Tall,30100000.0,When the Game Stands Tall,2014
1605,Draft Day,28800000.0,Draft Day,2014
1606,Big Eyes,14500000.0,Big Eyes,2014
1607,The Divine Move,137000.0,The Divine Move,2014
1608,Top Five,25300000.0,Top Five,2014
1609,Iceman (2014),7700.0,Iceman (2014),2014
1610,And So It Goes,15200000.0,And So It Goes,2014
1611,On the Other Side of the Tracks,9600.0,On the Other Side of the Tracks,2014
1612,The Players,10900.0,The Players,2014
1613,The Tale of The Princess Kaguya,703000.0,The Tale of The Princess Kaguya,2014
1614,A Haunted House 2,17300000.0,A Haunted House 2,2014
1615,The Railway Man,4400000.0,The Railway Man,2014
1616,Mr. Turner,4000000.0,Mr. Turner,2014
1617,The Suspect (2014),219000.0,The Suspect (2014),2014
1618,Bears,17800000.0,Bears,2014
1619,Yves Saint Laurent,724000.0,Yves Saint Laurent,2014
1620,Labor Day,13400000.0,Labor Day,2014
1621,"Like Father, Like Son (2014)",335000.0,"Like Father, Like Son (2014)",2014
1622,Left Behind (2014),14000000.0,Left Behind (2014),2014
1623,Legends of Oz: Dorothy's Return,8500000.0,Legends of Oz: Dorothy's Return,2014
1624,The Drop,10700000.0,The Drop,2014
1625,The Quiet Ones,8500000.0,The Quiet Ones,2014
1626,Sabotage (2014),10500000.0,Sabotage (2014),2014
1627,Addicted,17400000.0,Addicted,2014
1628,Road to Ninja - Naruto the Movie,43200.0,Road to Ninja - Naruto the Movie,2014
1629,Calvary,3600000.0,Calvary,2014
1630,The Pyramid,2800000.0,The Pyramid,2014
1631,Tyler Perry's The Single Moms Club,16000000.0,Tyler Perry's The Single Moms Club,2014
1632,Beyond Outrage,3900.0,Beyond Outrage,2014
1633,Before I Go To Sleep,3200000.0,Before I Go To Sleep,2014
1634,Vampire Academy,7800000.0,Vampire Academy,2014
1635,Inherent Vice,8100000.0,Inherent Vice,2014
1636,Island of Lemurs: Madagascar (IMAX),11300000.0,Island of Lemurs: Madagascar (IMAX),2014
1637,The Two Faces of January,507000.0,The Two Faces of January,2014
1638,Fading Gigolo,3800000.0,Fading Gigolo,2014
1639,Foxcatcher,12100000.0,Foxcatcher,2014
1640,A Most Violent Year,5700000.0,A Most Violent Year,2014
1641,The Interview (2014),6100000.0,The Interview (2014),2014
1642,One Chance,101000.0,One Chance,2014
1643,Bicycling with Moliere,59900.0,Bicycling with Moliere,2014
1644,Belle,10700000.0,Belle,2014
1645,Wetlands,59500.0,Wetlands,2014
1646,Moms' Night Out,10400000.0,Moms' Night Out,2014
1647,The Babadook,964000.0,The Babadook,2014
1648,Nymphomaniac: Volume I,786000.0,Nymphomaniac: Volume I,2014
1649,Gladiators of Rome,8200.0,Gladiators of Rome,2014
1650,Mood Indigo,303000.0,Mood Indigo,2014
1651,Alan Partridge: The Movie,153000.0,Alan Partridge: The Movie,2014
1652,Venus in Fur,374000.0,Venus in Fur,2014
1653,Filth,34400.0,Filth,2014
1654,What If (2014),3500000.0,What If (2014),2014
1655,Finding Fanny,616000.0,Finding Fanny,2014
1656,Pride (2014),1400000.0,Pride (2014),2014
1657,Chinese Puzzle,339000.0,Chinese Puzzle,2014
1658,A Long Way Down,13300.0,A Long Way Down,2014
1659,Jessabelle,0.0,Jessabelle,2014
1660,"Two Days, One Night",1400000.0,"Two Days, One Night",2014
1661,A Letter to Momo,71700.0,A Letter to Momo,2014
1662,Cantinflas,6400000.0,Cantinflas,2014
1663,Le Chef,343000.0,Le Chef,2014
1664,Mas Negro Que La Noche,870000.0,Mas Negro Que La Noche,2014
1665,French Gigolo (Cliente),3000.0,French Gigolo (Cliente),2014
1666,The Trip to Italy,2900000.0,The Trip to Italy,2014
1667,The Immigrant,2000000.0,The Immigrant,2014
1668,Wish I Was Here,3600000.0,Wish I Was Here,2014
1669,Under the Skin (2014),2600000.0,Under the Skin (2014),2014
1670,The Skeleton Twins,5300000.0,The Skeleton Twins,2014
1671,The French Minister,12000.0,The French Minister,2014
1672,Ernest & Celestine,262000.0,Ernest & Celestine,2014
1673,Tracks (2014),510000.0,Tracks (2014),2014
1674,The Love Punch,267000.0,The Love Punch,2014
1675,Dear White People,4400000.0,Dear White People,2014
1676,The Lunchbox,4200000.0,The Lunchbox,2014
1677,My Old Lady,4000000.0,My Old Lady,2014
1678,Diplomacy,231000.0,Diplomacy,2014
1679,Horns,174000.0,Horns,2014
1680,Ida,3800000.0,Ida,2014
1681,14 Blades,0.0,14 Blades,2014
1682,Ragnarok,1400.0,Ragnarok,2014
1683,Veronica Mars,3300000.0,Veronica Mars,2014
1684,Mommy,3500000.0,Mommy,2014
1685,Jack and the Cuckoo-Clock Heart,0.0,Jack and the Cuckoo-Clock Heart,2014
1686,The Grand Seduction,3400000.0,The Grand Seduction,2014
1687,Enemy,1000000.0,Enemy,2014
1688,Words and Pictures,2200000.0,Words and Pictures,2014
1689,The Protector 2,2500.0,The Protector 2,2014
1690,The Rover,1100000.0,The Rover,2014
1691,The Mystery of Happiness,8500.0,The Mystery of Happiness,2014
1692,Rosewater,3100000.0,Rosewater,2014
1693,Obvious Child,3100000.0,Obvious Child,2014
1694,The German Doctor,418000.0,The German Doctor,2014
1695,Citizenfour,2800000.0,Citizenfour,2014
1696,A Coffee in Berlin,150000.0,A Coffee in Berlin,2014
1697,The Good Lie,2700000.0,The Good Lie,2014
1698,The Raid 2,2600000.0,The Raid 2,2014
1699,Living is Easy with Eyes Closed,11600.0,Living is Easy with Eyes Closed,2014
1700,A Five Star Life,307000.0,A Five Star Life,2014
1701,Kick,2500000.0,Kick,2014
1702,Kill the Messenger,2500000.0,Kill the Messenger,2014
1703,The Homesman,2400000.0,The Homesman,2014
